emotion,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15
0,0.6911224722862244,0.3940143883228302,0.32973912358283997,0.387784868478775,0.61983722448349,0.40480515360832214,0.7912099361419678,0.40589025616645813,0.38649553060531616,0.41430264711380005,0.23652079701423645,0.420327365398407,0.5715094208717346,0.32162952423095703,0.8315818905830383,0.3202551305294037,0.4204515218734741,0.3197093904018402,0.15785329043865204,0.32472944259643555,0.5205468535423279,0.6212071776390076,0.6633545160293579,0.8001700043678284,0.332613468170166,0.8099598288536072,0.5040767192840576,0.7907957434654236,0.5016648173332214,0.8628578186035156
0,0.6919925808906555,0.3943336308002472,0.3297291398048401,0.3880968391895294,0.6201860904693604,0.40513330698013306,0.7916086316108704,0.40628060698509216,0.3867682218551636,0.41398385167121887,0.23710203170776367,0.4200505316257477,0.5725968480110168,0.3222002387046814,0.8324122428894043,0.32066112756729126,0.4204045534133911,0.3194187581539154,0.15826690196990967,0.3249916136264801,0.5200408101081848,0.6206810474395752,0.6646803617477417,0.8014289736747742,0.3333474397659302,0.8110185265541077,0.5043150782585144,0.7910540699958801,0.50276118516922,0.8642776012420654
0,0.6884890198707581,0.3925357758998871,0.32669785618782043,0.3867257833480835,0.6167566776275635,0.4026191234588623,0.7853747606277466,0.40418165922164917,0.38488006591796875,0.40892651677131653,0.23547646403312683,0.41556841135025024,0.5720440149307251,0.3191724419593811,0.8299281001091003,0.3168404698371887,0.41743701696395874,0.316230833530426,0.16084471344947815,0.3224492073059082,0.5135487914085388,0.6143545508384705,0.6626901030540466,0.7981927394866943,0.3329175114631653,0.8065323829650879,0.5020719170570374,0.7833511829376221,0.5010828375816345,0.8592745661735535
0,0.6905236840248108,0.38522499799728394,0.32402724027633667,0.377381831407547,0.6221233606338501,0.40296968817710876,0.7788854837417603,0.3976103663444519,0.3809766173362732,0.40986910462379456,0.2314145267009735,0.40990686416625977,0.5673710107803345,0.31939828395843506,0.8242719173431396,0.31789252161979675,0.4203510284423828,0.3151050806045532,0.15383097529411316,0.3232962191104889,0.5188410878181458,0.6190864443778992,0.6629124879837036,0.7953378558158875,0.33351200819015503,0.8055508732795715,0.5007555484771729,0.7896349430084229,0.4992024898529053,0.8570639491081238
0,0.6884067058563232,0.3832928240299225,0.32236331701278687,0.375891774892807,0.6207181811332703,0.40161439776420593,0.7760798335075378,0.39601263403892517,0.37925416231155396,0.40808382630348206,0.230434387922287,0.4081088900566101,0.5652860403060913,0.31798505783081055,0.8209365010261536,0.31617942452430725,0.41877636313438416,0.31339555978775024,0.15285542607307434,0.32234159111976624,0.5162310004234314,0.6170219779014587,0.6602317094802856,0.7922849059104919,0.33225876092910767,0.8031468391418457,0.49925991892814636,0.7869052290916443,0.49769914150238037,0.8536863923072815
0,0.6861388683319092,0.3845732510089874,0.3237719237804413,0.3775878846645355,0.619497537612915,0.40093034505844116,0.776548445224762,0.39692848920822144,0.3804178237915039,0.406939297914505,0.2336256206035614,0.40784236788749695,0.5672121644020081,0.3174828290939331,0.8216755390167236,0.31754618883132935,0.4186338186264038,0.31208351254463196,0.15376311540603638,0.3213803768157959,0.5147700309753418,0.6160067319869995,0.6580567955970764,0.7913117408752441,0.3347945213317871,0.8018061518669128,0.5010404586791992,0.7846871018409729,0.496035099029541,0.8561702966690063
0,0.7043511867523193,0.3882637321949005,0.3293360769748688,0.38572728633880615,0.6359484195709229,0.40808022022247314,0.7886357307434082,0.4036965072154999,0.3845255374908447,0.4171919822692871,0.2414897084236145,0.4108602702617645,0.5803887248039246,0.3249190151691437,0.8375914692878723,0.3247799873352051,0.428499698638916,0.3219023048877716,0.15727820992469788,0.3264399766921997,0.53106689453125,0.6320522427558899,0.6765854358673096,0.8077474236488342,0.34347277879714966,0.8157011270523071,0.5100024342536926,0.7999305725097656,0.5094947218894958,0.8727709054946899
0,0.7027162909507751,0.38775721192359924,0.33022671937942505,0.38788947463035583,0.6347101330757141,0.4080685079097748,0.790635347366333,0.40527480840682983,0.3851458430290222,0.41720837354660034,0.2417982816696167,0.41324687004089355,0.578594982624054,0.3255048394203186,0.8353247046470642,0.323441743850708,0.4281702935695648,0.32476502656936646,0.15949296951293945,0.32708749175071716,0.5304104089736938,0.6309126019477844,0.6746498942375183,0.8058078289031982,0.34250545501708984,0.8146905303001404,0.5112486481666565,0.7975374460220337,0.5081768035888672,0.8698919415473938
0,0.7012269496917725,0.38902774453163147,0.32979944348335266,0.38636863231658936,0.6326326727867126,0.4065956473350525,0.7878352999687195,0.4055577218532562,0.3866255283355713,0.4168238043785095,0.24317830801010132,0.4125726819038391,0.5783897638320923,0.3262607753276825,0.8339533805847168,0.3260815739631653,0.42860159277915955,0.3232889771461487,0.15799367427825928,0.32674166560173035,0.5289982557296753,0.6305052638053894,0.6731947660446167,0.8057918548583984,0.3446291983127594,0.8140221834182739,0.5116902589797974,0.794940710067749,0.5063119530677795,0.873090922832489
0,0.7081462144851685,0.3920077085494995,0.3264870047569275,0.38951584696769714,0.6314338445663452,0.4172579050064087,0.7975170612335205,0.4018899202346802,0.3818616271018982,0.4164925813674927,0.23259907960891724,0.4158278703689575,0.5820687413215637,0.32352861762046814,0.8425799012184143,0.3152548670768738,0.4193134903907776,0.32293379306793213,0.1597844660282135,0.33072420954704285,0.5221585631370544,0.6214948296546936,0.6839255094528198,0.8163368701934814,0.33594387769699097,0.8227334022521973,0.5053656697273254,0.8044043183326721,0.519982099533081,0.8692387938499451
